Cluster ID,Astronomical_Count,Astronomical_Freq,Biological_Count,Biological_Freq,Herbal_Count,Herbal_Freq,Recipes_Count,Recipes_Freq,Rosettes_Count,Rosettes_Freq,Dominant_Section,Dominant_Share
eoke,0,0.0,0,0.0,1,0.7427213309566251,1,0.9359790340696369,0,0.0,Herbal,0.5
eola,5,16.46903820816864,0,0.0,3,2.228163992869875,7,6.551853238487458,2,10.995052226498077,Recipes,0.4117647058823529
eold,2,6.587615283267457,0,0.0,3,2.228163992869875,0,0.0,0,0.0,Herbal,0.6
eolkech,1,3.2938076416337285,0,0.0,0,0.0,0,0.0,0,0.0,Astronomical,1.0
eolo,1,3.2938076416337285,0,0.0,1,0.7427213309566251,0,0.0,0,0.0,Astronomical,0.5
eoloqoke,0,0.0,0,0.0,0,0.0,1,0.9359790340696369,1,5.497526113249038,Recipes,0.5
eoloteeo,0,0.0,0,0.0,1,0.7427213309566251,0,0.0,0,0.0,Herbal,1.0
eom,3,9.881422924901186,0,0.0,1,0.7427213309566251,1,0.9359790340696369,0,0.0,Astronomical,0.6
eoo,0,0.0,0,0.0,0,0.0,1,0.9359790340696369,0,0.0,Recipes,1.0
eop,1,3.2938076416337285,0,0.0,2,1.4854426619132501,0,0.0,0,0.0,Herbal,0.6666666666666666
eoporc,1,3.2938076416337285,0,0.0,0,0.0,0,0.0,1,5.497526113249038,Astronomical,0.5
eos,4,13.175230566534914,0,0.0,0,0.0,1,0.9359790340696369,0,0.0,Astronomical,0.8
eosa,0,0.0,0,0.0,1,0.7427213309566251,0,0.0,0,0.0,Herbal,1.0
eoshe,1,3.2938076416337285,0,0.0,2,1.4854426619132501,0,0.0,0,0.0,Herbal,0.6666666666666666
eosshodai,0,0.0,0,0.0,3,2.228163992869875,4,3.7439161362785476,0,0.0,Recipes,0.5714285714285714
eoteo,1,3.2938076416337285,0,0.0,0,0.0,0,0.0,0,0.0,Astronomical,1.0
ep,0,0.0,1,1.4492753623188406,4,2.9708853238265003,0,0.0,0,0.0,Herbal,0.8
epa,1,3.2938076416337285,0,0.0,1,0.7427213309566251,0,0.0,0,0.0,Astronomical,0.5
